sistema,base_de_datos,esquema,tipo_objeto,nombre_objeto,destino_postgre,existe_en_informix,query
Licencias2,catastro_gdl,dbo,TABLA,anuncio_400,padron_licencias,SI,'select * from anuncio_400' 'where numanu = :anuncio') Left = 276 Top = 429 ParamData = < item DataType = ftInteger Name = 'anuncio' ParamType = ptUnknown end> end object anun400DS: TDataSource DataSet = anun400 Left = 306 Top = 429 end object pagoAnun400: TQuery DatabaseName = 'DBCatastro2' DataSource = anun400DS SQL.Strings = ( 'select * from pago_anun_400 where' 'numanu = ...
Licencias2,catastro_gdl,dbo,TABLA,anuncios,padron_licencias,SI,'select * from anuncios' 'where anuncio = :anuncio') Left = 24 Top = 312 ParamData = < item DataType = ftInteger Name = 'anuncio' ParamType = ptUnknown end> end object anunciosDS: TDataSource DataSet = anuncio Left = 40 Top = 328 end object saldosDS: TDataSource DataSet = saldos Left = 84 Top = 330 end object saldos: TQuery DatabaseName = 'DBCatastro2' DataSource = anuncios...
Licencias2,catastro_gdl,dbo,TABLA,anuncios_detgrupo,padron_licencias,SI,cueri := cueri + ' and anuncio in (select d.anuncio from Anuncios_grupos g inner join anuncios_detgrupo d on d.anuncios_grupos_id=g.id and g.id='+GruposAnunid.AsString+') '
Licencias2,catastro_gdl,dbo,TABLA,anuncios_grupos,padron_licencias,SI,'select * from anuncios_grupos order by descripcion') Left = 528 Top = 144 object GruposAnunid: TIntegerField FieldName = 'id' Origin = 'DBCATASTRO2.anuncios_grupos.id' end object GruposAnundescripcion: TStringField FieldName = 'descripcion' Origin = 'DBCATASTRO2.anuncios_grupos.descripcion' Size = 255 end end object imgStandart: TImageList Left = 440 Top = 129 Bitmap = { 494C010109000E00040010001000F...
Licencias2,catastro_gdl,dbo,TABLA,anuncios_zona,padron_licencias,SI,' from anuncios_zona l' 'left join c_zonas z on z.cvezona=l.zona' 'left join c_subzonas s on s.cvezona=l.zona and s.cvesubzona=l.su' + 'bzona' 'left join c_recaud r on r.recaud=l.recaud' ' where l.anuncio = :anuncio') Left = 464 Top = 280 ParamData = < item DataType = ftInteger Name = 'anuncio' ParamType = ptUnknown Size = 4 end> object anuncios_zonaanuncio: TIntegerField ...
Licencias2,catastro_gdl,dbo,TABLA,aud_auto,padron_licencias,SI,"'inner join aud_auto a on a.num_tag = p.num_tag' 'inner join usuarios u on u.usuario=a.usuario' 'left join deptos d on d.cvedepto=u.cvedepto ' 'where p.num_tag between 8000 and 8999 group by 1,2,3,4' 'union all' 'select a.usuario,u.nombres,u.fecbaj as baja,d.nombredepto from c' + '_programas p' 'inner join autoriza a on a.num_tag = p.num_tag' 'inner join usuarios u on u.usuario=a.usuario' 'left join deptos d on d.cvede..."
Licencias2,catastro_gdl,dbo,TABLA,autoriza,padron_licencias,SI,"qryAutoriza.SQL.Add('select usuario,num_tag from autoriza where')"
Licencias2,catastro_gdl,dbo,TABLA,avaexterno,padron_licencias,SI,'FROM avaexterno avaexterno' 'where cveavaext = :cveavaext') Left = 21 Top = 8 ParamData = < item DataType = ftInteger Name = 'cveavaext' ParamType = ptUnknown end> object avaexternoQryvalava: TCurrencyField FieldName = 'valava' Origin = 'avaexterno.valava' end end object avaexternoDS: TDataSource DataSet = avaexternoQry Left = 21 Top = 54 end object c_calidproDS: TDataSource ...
Licencias2,catastro_gdl,dbo,TABLA,avaluos,padron_licencias,SI,'select * from avaluos ' 'where CVEMANZ = :cvecatnva AND VIGENCIA = '#39'V'#39' AND' '( CVECOND IS NULL OR CVECOND = 0)' 'order by cveavaluo desc') Left = 156 Top = 24 ParamData = < item DataType = ftUnknown Name = 'cvecatnva' ParamType = ptUnknown end> end object AvaCondoDS: TDataSource DataSet = avacondoqry Left = 188 Top = 24 end object construcqry: TQuery DatabaseName = 'dbcatastro...
Licencias2,catastro_gdl,dbo,TABLA,banamex,padron_licencias,SI,'select b.* from banamex b' 'where b.cvepago=:cvepago') Left = 176 Top = 112 ParamData = < item DataType = ftInteger Name = 'cvepago' ParamType = ptInput end> object bmxQrycvepago: TIntegerField FieldName = 'cvepago' Origin = 'banamex.cvepago' end object bmxQrycvecuenta: TIntegerField FieldName = 'cvecuenta' Origin = 'banamex.cvecuenta' end object bmxQryrecaud: TSmallintField ...
Licencias2,catastro_gdl,dbo,TABLA,bloqueo,padron_licencias,SI,'from bloqueo' 'where id_anuncio = :id_anuncio') Left = 88 Top = 224 ParamData = < item DataType = ftInteger Name = 'id_anuncio' ParamType = ptUnknown end> object bloqueosid_tramite: TIntegerField FieldName = 'id_tramite' Origin = 'bloqueo.id_tramite' end object bloqueosid_licencia: TIntegerField FieldName = 'id_licencia' Origin = 'bloqueo.id_licencia' end object bloqueosbloque...
Licencias2,catastro_gdl,dbo,TABLA,bloqueo_dom,padron_licencias,SI,'delete from bloqueo_dom' 'where calle = :calle ' 'and num_ext = :num_ext' 'and let_ext = :let_ext' 'and num_int = :num_int' 'and let_int = :let_int') Left = 184 Top = 224 ParamData = < item DataType = ftString Name = 'calle' ParamType = ptUnknown end item DataType = ftInteger Name = 'num_ext' ParamType = ptUnknown end item DataType = ftString ...
Licencias2,catastro_gdl,dbo,TABLA,bloqueo_rfc_lic,padron_licencias,SI,'select * from bloqueo_rfc_lic' 'order by rfc') Left = 32 Top = 96 object bloqueo_rfc_licrfc: TStringField FieldName = 'rfc' Origin = 'DBCATASTRO2.bloqueo_rfc_lic.rfc' FixedChar = True Size = 13 end object bloqueo_rfc_licid_tramite: TIntegerField FieldName = 'id_tramite' Origin = 'DBCATASTRO2.bloqueo_rfc_lic.id_tramite' end object bloqueo_rfc_liclicencia: TIntegerField FieldName = 'licencia' Orig...
Licencias2,catastro_gdl,dbo,TABLA,c_actividades_lic,padron_licencias,SI,'SELECT * FROM c_actividades_lic') Left = 39 Top = 59 object QryActividadesid_actividad: TIntegerField FieldName = 'id_actividad' Origin = 'DBCATASTRO2.c_actividades_lic.id_actividad' end object QryActividadesid_giro: TIntegerField FieldName = 'id_giro' Origin = 'DBCATASTRO2.c_actividades_lic.id_giro' end object QryActividadesdescripcion: TStringField FieldName = 'descripcion' Origin = 'DBCATASTRO2.c_actividades_lic....
Licencias2,catastro_gdl,dbo,TABLA,c_aplicaciones,padron_licencias,SI,'from c_aplicaciones where nombre = '#39'LICENCIAS'#39) Left = 331 Top = 192 end object fechasysSP: TStoredProc DatabaseName = 'DBCatastro2' StoredProcName = 'get_fechasys' Left = 331 Top = 100 object fechasysSPexpression: TDateField FieldName = '(expression)' end end object FlatHint1: TFlatHint Font.Charset = DEFAULT_CHARSET Font.Color = clWindowText Font.Height = -11 Font.Name = 'MS Sans Serif' Font.Style = ...
Licencias2,catastro_gdl,dbo,TABLA,c_bloqcon,padron_licencias,SI,'from c_bloqcon' 'where vigencia='#39'V'#39 'order by cveclasif') Left = 253 Top = 352 object c_bloqconqrydescripcion: TStringField FieldName = 'descripcion' Origin = 'c_bloqcon.descripcion' Size = 40 end object c_bloqconqryvigencia: TStringField FieldName = 'vigencia' Origin = 'c_bloqcon.vigencia' Size = 1 end object c_bloqconqryaxovig: TSmallintField FieldName = 'axovig' Origin = 'c_bloq...
Licencias2,catastro_gdl,dbo,TABLA,c_calles,padron_licencias,SI,'select * from c_calles' 'order by calle') Left = 800 Top = 256 end object c_callesDS: TDataSource DataSet = c_callesQry Left = 800 Top = 303 end object valoreslic1: TQuery DatabaseName = 'DBCatastro2' SQL.Strings = ( 'select costo from c_valoreslic' 'where id_giro =:id_giro and' 'axo =:axo') Left = 912 Top = 16 ParamData = < item DataType = ftInteger Name = 'id_giro' Pa...
Licencias2,catastro_gdl,dbo,TABLA,c_calles_escondidas,padron_licencias,SI,"'and cvecalle not in (select cvecalle from c_calles_escondidas ' + 'where vigente = ""V"" and num_tag = 8000)')"
Licencias2,catastro_gdl,dbo,TABLA,c_cmin,padron_licencias,SI,'FROM c_cmin c_cmin') Left = 498 Top = 8 object c_cminQryaxocuota: TSmallintField DisplayLabel = 'A'#241'o de cuota' FieldName = 'axocuota' Origin = 'c_cmin.axocuota' end object c_cminQrycuotaminu: TFloatField DisplayLabel = 'Cuota m'#237'nima urbano' FieldName = 'cuotaminu' Origin = 'c_cmin.cuotaminu' end object c_cminQrycuotaminr: TFloatField DisplayLabel = 'Cuota m'#237'nima r'#250'sitco' FieldName =...
Licencias2,catastro_gdl,dbo,TABLA,c_conceptos,padron_licencias,SI,"'left join c_conceptos c on c.cveconcepto = p.cveconcepto' 'left join v_recibos r on p.recaud=r.id_rec and p.caja=r.caja and' + ' p.fecha=r.fecha and p.folio=r.operacion' 'where p.cvecuenta = :id_licencia and' 'p.cveconcepto in(8,27,28) and cvecanc is null' 'order by p.fecha desc') Left = 516 Top = 142 ParamData = < item DataType = ftInteger Name = 'id_licencia' ParamType = ptUnknown Size ..."
Licencias2,catastro_gdl,dbo,TABLA,c_contribholog,padron_licencias,SI,"'from c_contribholog' 'order by nombre') Left = 16 Top = 168 end object propietarioDS: TDataSource DataSet = propietario Left = 16 Top = 200 end object hologramas: TQuery Active = True DatabaseName = 'DBCatastro2' SQL.Strings = ( 'select h.*,c.nombre,c.domicilio' 'from hologramas h, c_contribholog c' 'where c.idcontrib = h.idcontrib' 'order by h.folio') Left = 48 Top = 168 end object hologra..."
Licencias2,catastro_gdl,dbo,TABLA,c_ctasapl_lic,padron_licencias,SI,'FROM c_ctasapl_lic WHERE estatus = '#39'V'#39) Left = 264 Top = 368 object c_ctasapl_lic_qrycvectaapl: TIntegerField FieldName = 'cvectaapl' Origin = 'DBCATASTRO2.c_ctasapl_lic.cvectaapl' end object c_ctasapl_lic_qryctaaplicacion: TStringField FieldName = 'ctaaplicacion' Origin = 'DBCATASTRO2.c_ctasapl_lic.ctaaplicacion' FixedChar = True Size = 80 end object c_ctasapl_lic_qryfeccap: TDateField FieldName = 'fe...
Licencias2,catastro_gdl,dbo,TABLA,c_cuotbase,padron_licencias,SI,'FROM c_cuotbase c_cuotbase') Left = 580 Top = 8 object c_cuotbaseQryaxocuota: TSmallintField DisplayLabel = 'A'#241'o de cuota' FieldName = 'axocuota' Origin = 'c_cuotbase.axocuota' end object c_cuotbaseQryfeccap: TDateField DisplayLabel = 'Fecha de captura' FieldName = 'feccap' Origin = 'c_cuotbase.feccap' end object c_cuotbaseQrycapturista: TStringField DisplayLabel = 'Capturista' FieldName = 'captur...
Licencias2,catastro_gdl,dbo,TABLA,c_dep_horario,padron_licencias,SI,'inner join c_dep_horario h on h.id=v.c_dep_horario_id and h.id_d' + 'ependencia=:id_dependencia' 'inner join tramites t on t.id_tramite = v.id_tramite' 'where v.fecha between :fechaini and :fechafin') Left = 180 Top = 213 ParamData = < item DataType = ftInteger Name = 'id_dependencia' ParamType = ptInput end item DataType = ftDate Name = 'fechaini' ParamType = ptInput end ...
Licencias2,catastro_gdl,dbo,TABLA,c_dependencias,padron_licencias,SI,"'inner join c_dependencias d on c.id_dependencia = d.id_dependenc' + 'ia' 'group by 1,2' 'order by 2') Left = 236 Top = 213 object Depencenciasid_dependencia: TIntegerField FieldName = 'id_dependencia' Origin = 'DBCATASTRO2.c_dependencias.id_dependencia' end object Depencenciasdescripcion: TStringField FieldName = 'descripcion' Origin = 'DBCATASTRO2.c_dependencias.descripcion' FixedChar = True Size = 50 ..."
Licencias2,catastro_gdl,dbo,TABLA,c_descmulta,padron_licencias,SI,'FROM c_descmulta') Left = 580 Top = 464 object c_descmulQrydiaini: TSmallintField FieldName = 'diaini' Origin = 'c_descmulta.diaini' end object c_descmulQrydiafin: TSmallintField FieldName = 'diafin' Origin = 'c_descmulta.diafin' end object c_descmulQryporcentaje: TSmallintField FieldName = 'porcentaje' Origin = 'c_descmulta.porcentaje' end object c_descmulQryvigencia: TStringField FieldName = 'vige...
Licencias2,catastro_gdl,dbo,TABLA,c_doctos,padron_licencias,SI,'select * from c_doctos' 'order by documento') Left = 501 Top = 104 end object c_doctosDS: TDataSource DataSet = c_doctosQry Left = 472 Top = 104 end object Table1: TTable DatabaseName = 'DBCatastro2' TableName = 'digital_docs' Left = 541 Top = 53 object Table1id_imagen: TIntegerField FieldName = 'id_imagen' end object Table1cvedocto: TIntegerField FieldName = 'cvedocto' end object Table1id_...
Licencias2,catastro_gdl,dbo,TABLA,c_giros,padron_licencias,SI,"'select a.*,b.*,year(current) from c_giros a, outer c_valoreslic ' + 'b' 'where a.id_giro=b.id_giro and a.id_giro > 500 and a.vigente=""V""' ' and b.axo=year(current)') Left = 40 Top = 160 end object girosDs: TDataSource AutoEdit = False DataSet = giros Left = 40 Top = 192 end object QryPermisos: TQuery DatabaseName = 'DBCatastro2' SQL.Strings = ( 'SELECT * FROM lic_permisos WHERE usuario = :usuario AND ..."
Licencias2,catastro_gdl,dbo,TABLA,c_girosautoev,padron_licencias,SI,giros.sql.add('AND A.id_giro in (select id_giro from c_girosautoev)')
Licencias2,catastro_gdl,dbo,TABLA,c_girosreq,padron_licencias,SI,"'select * from c_girosreq ' 'order by req') Left = 48 Top = 192 end object ExtraOptions1: TExtraOptions About = 'TExtraDevices 2.92' HTML.ItemsToExport = [reText, reImage, reLine, reShape, reRTF, reBarCode, reCheckBox] HTML.BackLink = '&lt&lt' HTML.ForwardLink = '&gt&gt' HTML.ShowLinks = True HTML.UseTextFileName = False HTML.ZoomableImages = False HTML.Visible = True HTML.PixelFormat = pf8bit HTML.SingleFileOutput = Fal..."
Licencias2,catastro_gdl,dbo,TABLA,c_movcta,padron_licencias,SI,'select * from c_movcta') Left = 381 Top = 58 object c_movctaQrycvemov: TIntegerField FieldName = 'cvemov' Origin = 'c_movcta.cvemov' end object c_movctaQryabreviatura: TStringField FieldName = 'abreviatura' Origin = 'c_movcta.abreviatura' Size = 2 end object c_movctaQryclavemovto: TStringField FieldName = 'clavemovto' Origin = 'c_movcta.clavemovto' Size = 30 end object c_movctaQryfeccap: TDat...
Licencias2,catastro_gdl,dbo,TABLA,c_programas,padron_licencias,SI,'select * from c_programas p' 'inner join autoriza a on a.num_tag = p.num_tag and a.usuario = :' + 'usuario' 'where p.num_tag between 8000 and 8999') Left = 96 Top = 192 ParamData = < item DataType = ftFixedChar Name = 'usuario' ParamType = ptUnknown Size = 9 end> object permisosnum_tag: TIntegerField FieldName = 'num_tag' Origin = 'DBCATASTRO2.c_programas.num_tag' end ...
Licencias2,catastro_gdl,dbo,TABLA,c_recargos,padron_licencias,SI,'FROM c_recargos c_recargos') Left = 164 Top = 119 object c_recargosQryaxo: TSmallintField DisplayLabel = 'A'#241'o' FieldName = 'axo' Origin = 'c_recargos.axo' end object c_recargosQrybimestre: TSmallintField DisplayLabel = 'Bimestre' FieldName = 'bimestre' Origin = 'c_recargos.bimestre' end object c_recargosQryreccmin: TFloatField DisplayLabel = 'Recargos cuota m'#237'nima' FieldName = 'reccmin' ...
Licencias2,catastro_gdl,dbo,TABLA,c_recaud,padron_licencias,SI,"'FROM c_recaud r, c_mpios m' 'WHERE r.mpio=m.cvemunicipio') Left = 337 Top = 127 object c_recaudQryrecaud: TSmallintField FieldName = 'recaud' Origin = 'c_recaud.recaud' end object c_recaudQrydescripcion: TStringField FieldName = 'descripcion' Origin = 'c_recaud.descripcion' Size = 30 end object c_recaudQrympio: TSmallintField FieldName = 'mpio' Origin = 'c_recaud.mpio' end object c_recaudQryr..."
Licencias2,catastro_gdl,dbo,TABLA,c_recmens,padron_licencias,SI,"'FROM c_recmens c_recmens' 'order by axo,mes') Left = 253 Top = 119 object c_recmensQryaxo: TSmallintField DisplayLabel = 'A'#241'o' FieldName = 'axo' Origin = 'c_recmens.axo' end object c_recmensQrymes: TSmallintField DisplayLabel = 'Mes' FieldName = 'mes' Origin = 'c_recmens.mes' OnGetText = c_recmensQrymesGetText OnSetText = c_recmensQrymesSetText end object c_recmensQryporcrecar: TFloatField ..."
Licencias2,catastro_gdl,dbo,TABLA,c_scian,padron_licencias,SI,'SELECT * FROM c_scian' 'WHERE vigente = '#39'V'#39) Left = 64 Top = 224 object c_scian_qrycodigo_scian: TIntegerField FieldName = 'codigo_scian' Origin = 'DBCATASTRO2.c_scian.codigo_scian' end object c_scian_qrydescripcion: TStringField FieldName = 'descripcion' Origin = 'DBCATASTRO2.c_scian.descripcion' Size = 200 end object c_scian_qryvigente: TStringField FieldName = 'vigente' Origin = 'DBCATASTRO2....
Licencias2,catastro_gdl,dbo,TABLA,c_subzonas,padron_licencias,SI,'left join c_subzonas s on s.cvezona=l.zona and s.cvesubzona=l.su' + 'bzona' 'left join c_recaud r on r.recaud=l.recaud' ' where l.anuncio = :anuncio') Left = 464 Top = 280 ParamData = < item DataType = ftInteger Name = 'anuncio' ParamType = ptUnknown Size = 4 end> object anuncios_zonaanuncio: TIntegerField FieldName = 'anuncio' end object anuncios_zonazona: TSmallintField Fiel...
Licencias2,catastro_gdl,dbo,TABLA,c_tipobloqueo,padron_licencias,SI,'select * from c_tipobloqueo where id = :bloqueado') Left = 560 Top = 72 ParamData = < item DataType = ftInteger Name = 'bloqueado' ParamType = ptInput end> end object DsrcC_tipobloqueo: TDataSource AutoEdit = False DataSet = c_tipobloqueo Left = 592 Top = 72 end object BloqueoActivo: TQuery DatabaseName = 'DBCatastro2' DataSource = licenciaDs SQL.Strings = ( 'select b.id_li...
Licencias2,catastro_gdl,dbo,TABLA,c_usopred,padron_licencias,SI,'FROM c_usopred c_usopred') Left = 422 Top = 360 object c_usopredQrycveusopred: TIntegerField FieldName = 'cveusopred' Origin = 'c_usopred.cveusopred' Visible = False end object c_usopredQrycveusod: TStringField DisplayLabel = 'Uso de predio' FieldName = 'cveusod' Origin = 'c_usopred.cveusod' end object c_usopredQryclase: TStringField FieldName = 'clase' Origin = 'c_usopred.clase' Size = 1 e...
Licencias2,catastro_gdl,dbo,TABLA,c_valoreslic,padron_licencias,SI,'LEFT JOIN c_valoreslic cvl ON cvl.id_giro = cg.id_giro AND cvl.a' + 'xo = YEAR(CURRENT)' 'WHERE cg.id_giro >= 5000' 'AND cg.vigente = '#39'V'#39 'AND cg.id_giro <> cg.cod_giro') Left = 56 Top = 200 end end
Licencias2,catastro_gdl,dbo,TABLA,c_zonas,padron_licencias,SI,'left join c_zonas z on z.cvezona=l.zona' 'left join c_subzonas s on s.cvezona=l.zona and s.cvesubzona=l.su' + 'bzona' 'left join c_recaud r on r.recaud=l.recaud' ' where l.anuncio = :anuncio') Left = 464 Top = 280 ParamData = < item DataType = ftInteger Name = 'anuncio' ParamType = ptUnknown Size = 4 end> object anuncios_zonaanuncio: TIntegerField FieldName = 'anuncio' en...
Licencias2,catastro_gdl,dbo,TABLA,c_zonayrec,padron_licencias,SI,'(select zona from c_zonayrec where rec= :recaud)' ' order by cvezona') Left = 384 Top = 248 ParamData = < item DataType = ftInteger Name = 'recaud' ParamType = ptInput end> object Zonacvezona: TSmallintField FieldName = 'cvezona' Origin = 'DBCATASTRO2.c_zonas.cvezona' end object Zonacvepoblacion: TIntegerField FieldName = 'cvepoblacion' Origin = 'DBCATASTRO2.c_zonas.cvepoblacion' en...
Licencias2,catastro_gdl,dbo,TABLA,catastro,padron_licencias,SI,'FROM catastro c' 'where c.cvecuenta= :cvecuenta') Left = 337 Top = 16 ParamData = < item DataType = ftInteger Name = 'cvecuenta' ParamType = ptUnknown end> object catastroQrycvecuenta: TIntegerField FieldName = 'cvecuenta' Origin = 'catastro.cvecuenta' end object catastroQrycvemov: TIntegerField FieldName = 'cvemov' Origin = 'catastro.cvemov' end object catastroQrycvevalor: TIn...
Licencias2,catastro_gdl,dbo,TABLA,certificaciones,padron_licencias,SI,"'select * from certificaciones' 'where tipo = :tipo' 'order by axo desc,folio desc') Left = 200 Top = 64 ParamData = < item DataType = ftString Name = 'tipo' ParamType = ptUnknown Value = 'L' end> object certificacionesaxo: TIntegerField FieldName = 'axo' Origin = 'certificaciones.axo' end object certificacionesfolio: TIntegerField FieldName = 'folio' Origin = 'certificaci..."
Licencias2,catastro_gdl,dbo,TABLA,cfs_400,padron_licencias,SI,'select * from cfs_400' 'where recaud=:recaud and urbrus=:case and cuenta=:cuenta') Left = 401 Top = 190 ParamData = < item DataType = ftSmallint Name = 'recaud' ParamType = ptUnknown end item DataType = ftInteger Name = 'case' ParamType = ptUnknown end item DataType = ftInteger Name = 'cuenta' ParamType = ptUnknown end> object cfs400Qryrecaud: ...
Licencias2,catastro_gdl,dbo,TABLA,claves,padron_licencias,SI,'select * from claves where cve_act = :cve_act') Left = 376 Top = 120 ParamData = < item DataType = ftString Name = 'cve_act' ParamType = ptUnknown end> object clavesqryzon_act: TStringField FieldName = 'zon_act' Origin = 'claves.zon_act' Size = 5 end object clavesqryman_act: TStringField FieldName = 'man_act' Origin = 'claves.man_act' Size = 3 end object clavesqryzon_nva...
Licencias2,catastro_gdl,dbo,TABLA,condominio,padron_licencias,SI,"'select * from condominio where cvecatnva = :cvecatnva') Left = 288 Top = 160 ParamData = < item DataType = ftString Name = 'cvecatnva' ParamType = ptUnknown end> end object nums: TQuery DatabaseName = 'dbcatastro2' SQL.Strings = ( 'select a.noexterior,a.interior,b.cvecatnva, c.cveubic ' 'from ubicacion a, convcta b, catastro c' 'where b.cvecatnva [1,8] = :cvemanz and b.vigente='#39'V'#39 ' ..."
Licencias2,catastro_gdl,dbo,TABLA,constancias,padron_licencias,SI,"'select * from constancias' 'order by axo desc, folio desc') Left = 192 Top = 72 object constanciasaxo: TIntegerField FieldName = 'axo' Origin = 'constancias.axo' end object constanciasfolio: TIntegerField FieldName = 'folio' Origin = 'constancias.folio' end object constanciasid_licencia: TIntegerField FieldName = 'id_licencia' Origin = 'constancias.id_licencia' end object constanciassolicita: TStrin..."
Licencias2,catastro_gdl,dbo,TABLA,construc,padron_licencias,SI,"'from construc a,outer c_bloqcon b' 'where a.cveavaluo = :cveavaluo' 'and b.axovig= a.axovig and b.cveclasif = a.cveclasif') Left = 4 Top = 24 ParamData = < item DataType = ftInteger Name = 'cveavaluo' ParamType = ptUnknown end> end object construcds: TDataSource DataSet = construcqry Left = 36 Top = 24 end object AreaCartoQry: TQuery DatabaseName = 'dbcatastro2' DataSource = Catastro.co..."
Licencias2,catastro_gdl,dbo,TABLA,construc_carto,padron_licencias,SI,'select sum(areaconst) supconst from construc_carto where' 'cvecatnva = :cvecatnva and vigente = '#39'V'#39) Left = 254 Top = 26 ParamData = < item DataType = ftString Name = 'cvecatnva' ParamType = ptUnknown end> end object AreaCartoDS: TDataSource DataSet = AreaCartoQry Left = 294 Top = 26 end end
Licencias2,catastro_gdl,dbo,TABLA,contrib,padron_licencias,SI,"'select first 300 cvecont,nombre_completo from contrib ' 'where nombre_completo matches :NCOMPLETO' 'order by nombre_completo') Left = 8 Top = 344 ParamData = < item DataType = ftString Name = 'NCOMPLETO' ParamType = ptInput end> object Query7cvecont: TIntegerField FieldName = 'cvecont' end object Query7nombre_completo: TStringField FieldName = 'nombre_completo' Size = 100 end end..."
