sistema,base_de_datos,esquema,tipo_objeto,nombre_objeto,destino_postgre,existe_en_informix,query
aseo,db_ingresos,dbo,TABLA,ta_16_gastos,aseo_contratado,SI,'select * from ta_16_gastos') Left = 208 Top = 72 object Qrysdzmg: TCurrencyField FieldName = 'sdzmg' Origin = 'INGRESOSIFX.ta_16_gastos.sdzmg' end object Qryporc1_req: TFloatField FieldName = 'porc1_req' Origin = 'INGRESOSIFX.ta_16_gastos.porc1_req' end object Qryporc2_embargo: TFloatField FieldName = 'porc2_embargo' Origin = 'INGRESOSIFX.ta_16_gastos.porc2_embargo' end object Qryporc3_secuestro: TFloatFie...
aseo,db_ingresos,dbo,TABLA,ta_16_operacion,aseo_contratado,SI,'select * from ta_16_operacion order by ctrol_operacion') Left = 97 Top = 49 object Qryctrol_operacion: TIntegerField FieldName = 'ctrol_operacion' Origin = 'INGRESOSIFX.ta_16_operacion.ctrol_operacion' DisplayFormat = '000' EditFormat = '000' end object Qrycve_operacion: TStringField FieldName = 'cve_operacion' Origin = 'INGRESOSIFX.ta_16_operacion.cve_operacion' FixedChar = True Size = 1 end object Qr...
aseo,db_ingresos,dbo,TABLA,ta_16_pagos,aseo_contratado,SI,"'select * from ta_16_pagos') Left = 16 Top = 176 end object QryCondona: TQuery DatabaseName = 'ingresosifx' SQL.Strings = ( ' update ta_16_pagos set' ' Where Control_contrato = 1' ' And Aso_mes_pago = ""1999-01"" ' ' And Ctrol_operacion = 3' ' And status_vigencia = ""V"""
aseo,db_ingresos,dbo,TABLA,ta_16_recargos,aseo_contratado,SI,'select * from ta_16_recargos' 'order by aso_mes_recargo') Left = 256 Top = 40 object Qryaso_mes_recargo: TDateTimeField FieldName = 'aso_mes_recargo' Origin = 'INGRESOSIFX.ta_16_recargos.aso_mes_recargo' DisplayFormat = 'yyyy-mm' end object Qryporc_recargo: TFloatField FieldName = 'porc_recargo' Origin = 'INGRESOSIFX.ta_16_recargos.porc_recargo' end object Qryporc_multa: TFloatField FieldName = 'porc_multa' ...
aseo,db_ingresos,dbo,TABLA,ta_16_rel_licgiro,aseo_contratado,SI,"'from ta_16_rel_licgiro a, catastro_gdl::Licencias b' 'where a.control_contrato = :v_Control_Contrato' 'and b.licencia = a.num_licencia and b.vigente = '#39'V'#39 'order by a.num_licencia"
aseo,db_ingresos,dbo,TABLA,ta_16_tipo_aseo,aseo_contratado,SI,'select * from ta_16_tipo_aseo order by Ctrol_aseo') Left = 161 Top = 33 object Qryctrol_aseo: TIntegerField FieldName = 'ctrol_aseo' Origin = 'INGRESOSIFX.ta_16_tipo_aseo.ctrol_aseo' DisplayFormat = '000' EditFormat = '000' end object Qrytipo_aseo: TStringField FieldName = 'tipo_aseo' Origin = 'INGRESOSIFX.ta_16_tipo_aseo.tipo_aseo' FixedChar = True Size = 1 end object Qrydescripcion: TStringField ...
aseo,db_ingresos,dbo,TABLA,ta_16_tipos_emp,aseo_contratado,SI,'select * from ta_16_tipos_emp order by ctrol_emp') Left = 161 Top = 33 object Qryctrol_emp: TIntegerField FieldName = 'ctrol_emp' Origin = 'INGRESOSIFX.ta_16_tipos_emp.ctrol_emp' DisplayFormat = '00' end object Qrytipo_empresa: TStringField FieldName = 'tipo_empresa' Origin = 'INGRESOSIFX.ta_16_tipos_emp.tipo_empresa' FixedChar = True Size = 1 end object Qrydescripcion: TStringField FieldName = 'descri...
aseo,db_ingresos,dbo,TABLA,ta_16_unidades,aseo_contratado,SI,"'select * from ta_16_unidades order by ejercicio_recolec, cve_rec' + 'olec"
aseo,db_ingresos,dbo,TABLA,ta_16_zonas,aseo_contratado,SI,'select * from ta_16_zonas order by Ctrol_zona') Left = 161 Top = 33 object Qryctrol_zona: TIntegerField FieldName = 'ctrol_zona' Origin = 'INGRESOSIFX.ta_16_zonas.ctrol_zona' DisplayFormat = '000000' EditFormat = '000000' end object Qryzona: TSmallintField FieldName = 'zona' Origin = 'INGRESOSIFX.ta_16_zonas.zona' DisplayFormat = '0000' EditFormat = '0000' end object Qrysub_zona: TSmallintField ...
aseo,db_ingresos,dbo,TABLA,ta_17_adeudos_div,aseo_contratado,SI,"'from ta_17_adeudos_div a, outer ta_17_conv_pagos b ' 'where a.id_conv_resto = :dato' 'and b.id_conv_resto = a.id_conv_resto and b.pago_parcial = a.pag' + 'o_parcial') Left = 608 Top = 256 ParamData = < item DataType = ftInteger Name = 'dato' ParamType = ptUnknown end> object QryParcialidadesparcial: TSmallintField FieldName = 'parcial' end object QryParcialidadesimpuesto_adeudo: TCu..."
aseo,db_ingresos,dbo,TABLA,ta_17_conv_d_resto,aseo_contratado,SI,"'from ta_17_conv_d_resto a, ta_17_referencia b' ' where a.id_conv_resto = :dato' 'and b.id_conv_resto = a.id_conv_resto') Left = 608 Top = 224 ParamData = < item DataType = ftInteger Name = 'dato' ParamType = ptUnknown end> object QryDatosGeneralesnombre: TStringField FieldName = 'nombre' Origin = 'INGRESOSIFX.ta_17_conv_d_resto.nombre' Size = 50 end object QryDatosGeneralescalle: TString..."
aseo,db_ingresos,dbo,TABLA,ta_17_conv_pagos,aseo_contratado,SI,'select * from ta_17_conv_pagos where id_conv_resto = :dato and p' + 'ago_parcial = :parcial') Left = 608 Top = 288 ParamData = < item DataType = ftInteger Name = 'dato' ParamType = ptUnknown end item DataType = ftInteger Name = 'parcial' ParamType = ptUnknown end> end object dsDatosGenerales: TDataSource DataSet = QryDatosGenerales Left = 640 Top = 224 end obje...
aseo,db_ingresos,dbo,TABLA,ta_17_referencia,aseo_contratado,SI,"'from ta_17_referencia a,ta_17_conv_d_resto b,ta_17_conv_diverso ' + 'd' 'where a.id_referencia=:idlc and a.modulo=16' 'and b.id_conv_resto=a.id_conv_resto and b.vigencia='#39'A'#39 'and d.tipo=b.tipo and d.id_conv_diver=b.id_conv_diver') Left = 360 Top = 8 ParamData = < item DataType = ftInteger Name = 'idlc' ParamType = ptUnknown end> object QryConvenioconvenio: TStringField FieldName = 'conven..."
aseo,db_ingresos,dbo,TABLA,ta_aplicareq,aseo_contratado,SI,'SELECT * FROM ta_aplicareq
aseo,dbestacion,dbo,TABLA,ta14_bitacora,aseo_contratado,SI,strsql:='select * from ta14_bitacora '
